label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
4	101 m^2	0.8364	Long Beach	tennis	92 kg	1.0256	1021	875	1097	0.3561	0.4214	motor sports	387	949
5	1015 m^2	1.1718	San Bernardino	boxing	841 kg	0.1858	1095	614	793	0.8358	1.1667	football	-29	634
1	1365 m^2	0.2428	Sacramento	golf	891 kg	0.9901	851	160	793	1.1701	0.0684	ICE HOCKEY	1143	433
5	918 m^2	0.9263	San Bernardino	motor sports	1040 kg	0.127	738	889	1199	1.4129	0.7545	football	248	800
4	516 m^2	0.7272	Long Beach	tennis	717 kg	0.7362	1132	734	711	0.0879	0.7434	boxing	740	1125
3	1065 m^2	1.3312	Santa Ana	badminton	1262 kg	0.8032	1091	1296	1021	1.2945	1.1055	volleyball	433	525
0	1168 m^2	1.0962	Riverside	track & field	606 kg	0.9837	617	1039	1051	1.2408	0.9775	tennis	748	358
7	1426 m^2	0.0523	Oakland	soccer	1087 kg	0.3963	908	1152	1181	1.2839	0.6615	soccer, track & field	148	1155
5	947 m^2	0.9499	San Bernardino	motor sports	1260 kg	-0.0965	1548	1285	1088	0.9415	1.1103	badminton	-63	1017
0	803 m^2	1.0936	rIVERSIDE	golf	1052 kg	1.2242	1211	1342	705	0.7611	0.9494	tennis	673	167
3	1190 m^2	NULL	Santa Ana	badminton	1108 kg	0.9623	1021		370	0.8808	0.9737	volleyball	869	1010
1	1115 m^2	-0.007	Fremont	baseball	1242 kg	1.0637	1010	422	1023	0.9849	-0.0211	ICE HOCKEY	1068	521
2	949 m^2	0.8524	santa clarita	basketball	1116 kg	0.2312	1252	898	809	0.9117	0.8615	golf	876	758
7	1066 m^2	-0.0554	San Francisco	soccer	969 kg	0.5122	762	1018	633	0.662	0.7386	track & field, baseball	7	883
2	1151 m^2	0.5996	Stockton	basketball	843 kg	0.2532	854	1126	457	1.5376	1.2341	golf	1324	1118
4	820 m^2	1.0949	Modesto	volleyball	739 kg	1.2147	850	929	793	0.1734	0.9666	motor sports	632	1263
1	1204 m^2	0.5854	Chula Vista	golf	1247 kg	0.8725	1131	58	985	1.4913	0.3522	ice hockey	822	384
5	1226 m^2	1.1557	San Bernardino	boxing	810 kg	0.2922	995	1041	1320	1.1229	1.2269	football	365	862
1	954 m^2	0.6128	FREMONT	golf	908 kg	0.8282	848	-70	761	1.2047	0.1515	ice hockey	1253	313
3	1115 m^2	1.1743	Santa Ana	badminton	858 kg	1.0029	825	970	1024	N/A	1.1252	volleyball	884	649
3	975 m^2	0.8578	Santa Ana	badminton	1211 kg	0.9344	967	661	918	1.009	1.1497	volleyball	1225	683
2	602 m^2	1.2314	Los Angeles	running	1040 kg	0.3251	1081	990	652	1.0535	1.0582	golf	799	1058
0	772 m^2	1.065	Fresno	baseball	1102 kg	0.8015	1009	756	665	0.613	0.9772	tennis	846	128
1	492 m^2	0.3087	Sacramento	ice hockey	1161 kg	1.0828	788	298	1224	?	-0.222	ice hockey	1102	643
3	1114 m^2	0.9969	Santa Ana	soccer	1066 kg	1.0573	797	867	894	1.1887	N/A	football	1231	538
1	733 m^2	None	Sacramento	golf	1229 kg	0.9749	861	262	877	1.2288	0.0875	ice hockey	570	106
0	879 m^2	1.1249	Fresno	baseball	876 kg	0.9359	1118	1287	1135	1.0786	0.8981	ice hockey	675	190
2	1061 m^2	1.0404	Anaheim	basketball	894 kg	0.2832	987	905	665	1.0984	1.0069	golf, basketball	1010	773
1	570 m^2	0.4399	Fremont	ice hockey	979 kg	1.0967	1001	74	813	1.1988	0.3244	ice hockey	923	247
1	998 m^2	0.6195	Fremont	football	964 kg	1.1696	953	482	1427	0.9023	-0.0492	ice hockey	1159	540
2	1506 m^2	0.8154	San Jose	basketball	1325 kg	0.2827	1199	1269	413	0.5772	0.822	running	1334	1015
5	1716 m^2	0.9964	San Bernardino	boxing	799 kg	0.2852	1245	796	1339	0.5958	0.8547	football	-123	858
2	1103 m^2	0.8445	Santa Clarita	basketball	1356 kg	0.5806	1163	1318	93	0.8819	0.7944	running	1113	1078
7	1497 m^2	0.0943	San Francisco	soccer	1184 kg	0.7911	879	1097	1367	0.9003	0.8519	track & field, soccer	488	979
2	1068 m^2	0.82	San Jose	basketball	1059 kg	-0.0459	1344	1568	384	0.9125	0.6586	ice hockey	1335	982
3	762 m^2	0.8668	Santa Ana	badminton	962 kg	0.8931	966	690	1192	1.4219	1.1271	volleyball	559	751
7	1287 m^2	0.1484	Oakland	soccer	1140 kg	0.4587	1196	1326	846	1.0504	1.2517	baseball, soccer	22	764
7	706 m^2	0.3716	San Francisco	soccer	1136 kg	0.6315	1178	1041	1295	0.9042	1.269	soccer	249	979
6	1200 m^2	0.6381	Irvine	football	956 kg	0.9352	408	865	927	1.0496	0.4038	BOXING	1037	1000
4	454 m^2	1.1083	Long Beach	running	169 kg	1.1056	1227	743	1365	-0.0295	0.6862	Football	994	1172
6	932 m^2	0.7896	Bakersfield	football	996 kg	0.8529	387	1056	1320	0.6951	0.362	boxing	1068	1199
1	902 m^2	0.5872	Fremont	ice hockey	1223 kg	1.2056	908	104	1117	0.9768	N/A	ice hockey	946	457
4	116 m^2	1.592	Modesto	tennis	342 kg	1.006	1058	729	1028	0.2394	0.8228	badminton	852	532
3	1038 m^2	0.8598	Riverside	BADMINTON	869 kg	0.8626	855	759	895	0.9451	1.093	volleyball	943	607
7	1163 m^2	-0.1904	Moreno Valley	SOCCER	1037 kg	0.9149	685	1086	715	0.8295	0.5983	soccer	5	1024
3	1213 m^2	1.0852	Santa Ana	badminton	820 kg	1.3218	1026	1146	1121	0.4721	0.878	volleyball	1056	793
7	848 m^2	0.1092	Oakland	soccer	681 kg	0.4099	863	1281	1281	1.3084	1.1454	track & field, baseball	-444	1030
6	1047 m^2	0.2261	Bakersfield	volleyball	726 kg	1.3796	524	890	1187	0.8431	0.3709	boxing	900	1071
7	436 m^2	0.2509	Moreno Valley	soccer	994 kg	0.7795	696	1328	1195	1.1975	0.8928	baseball, soccer	279	973
7	1034 m^2	0.0501	San Francisco	soccer	1035 kg	0.7322	1037	1398	1115	0.8171	1.0444	baseball	-93	1054
0	747 m^2	0.99	Riverside	baseball	1116 kg	0.975	640	857	694	0.932	0.8046	tennis	1022	361
5	1417 m^2	0.7918	San Bernardino	motor sports	603 kg	0.1752	1107	838	1212	0.9325	1.2167	football	277	1118
3	1376 m^2	0.7434	Santa Ana	badminton	924 kg	1.1251	841	921	935	0.4698	1.1767	volleyball	765	810
2	1161 m^2	1.0281	Los Angeles	basketball	664 kg	0.4061	703	715	690	0.5238	1.0232	basketball, golf	921	986
1	1028 m^2	0.7303	Sacramento	golf	1299 kg	0.9773	994	214	917	0.7974	0.2104	ice hockey	1529	267
2	894 m^2	0.8838	San Jose	basketball	1084 kg	0.1309	733	936	693	1.093	1.2334	running, golf	631	917
5	935 m^2	1.2001	San Bernardino	boxing	1014 kg	0.3955	872	1250	922	1.2473	0.9498	football	519	1486
7	594 m^2	0.3884	Oakland	soccer	931 kg	1.0335	652	837	805	0.8582	0.9941	soccer	-101	1002
2	1006 m^2	1.0836	San Jose	basketball	1130 kg	0.3828	1066	1083	520	1.029	0.9353	basketball, golf	1080	1144
6	889 m^2	0.8783	Bakersfield	volleyball	922 kg	0.8095	441	1072	817	1.312	0.1307	BADMINTON	529	1009
7	960 m^2	0.5503	San Francisco	soccer	1335 kg	0.3228	1076	888	1437	0.728	1.1572	Soccer	216	1055
3	1255 m^2	0.5147	Santa Ana	badminton	936 kg	1.1695	702	980	1070	1.1332	0.8191	volleyball	799	589
6	720 m^2	0.9966	Bakersfield	football	623 kg	1.0737	208		1198	1.236	0.4394	BOXING	829	1229
2	1049 m^2	0.8953	Santa Clarita	basketball	972 kg	0.3271	1197	768	568	0.9089	1.1354	basketball, golf	1021	714
0	918 m^2	1.2432	Fresno	track & field	1146 kg	0.8817	884	1066	1228	0.8516	0.8855	tennis	965	7
5	985 m^2	0.8786	San Bernardino	motor sports	972 kg	0.2539	1139	1500	1273	0.9369	1.0615	football		885
3	1160 m^2	0.9531	Santa Ana	soccer	901 kg	0.7977	910	935	629	0.791	0.7468	volleyball	894	955
0	1192 m^2	0.9354	Fresno	track & field	908 kg	0.9953	1045	642	995	1.0122	1.045	tennis	572	76
3	1218 m^2	1.1521	Santa Ana	badminton	964 kg	0.7202	1089	1102	883	1.0139	1.0305	volleyball	779	700
2	864 m^2	1.2924	Santa Clarita	basketball	1159 kg	N/A	1163	1106	985	0.7966	0.8425	running	777	1034
2	1233 m^2	1.0961	San Jose	basketball	1276 kg	0.4699	1150	1024	467	0.9338	0.9686	golf, basketball	1070	935
1	1019 m^2	0.2277	Fremont	ice hockey	1090 kg	0.492	675	238	1295	0.6644	0.4782	ice hockey	1154	555
2	1120 m^2	0.6959	Santa Clarita	basketball	554 kg	0.4571	838	948	679	0.8912	0.9413	golf	1182	893
7	1047 m^2	0.3206	San Francisco	soccer	848 kg	0.8373	1290	1174	908	1.1841	0.8069	track & field, baseball	15	833
7	929 m^2	0.2002	Oakland	football	1010 kg	0.8301	878	1185	1111	0.7539	1.082	baseball, soccer	-234	1190
7	986 m^2	0.4275	San Francisco	soccer	1041 kg	0.7949	1264	835	1113	1.3476	1.201	baseball, soccer	-160	697
5	1339 m^2	1.0781	San Bernardino	boxing	584 kg	0.0667	726	1001	1158	0.7185	0.7828	football	327	1234
6	1047 m^2	0.8308	Bakersfield	volleyball	957 kg	1.0116	586	1037	600	0.9219	-0.0151	boxing	574	N/A
4	829 m^2	1.125	Long Beach	running	614 kg	0.7458	1337	712	548	0.5539	0.6757	badminton	783	1158
1	890 m^2	0.1282	Sacramento	golf	1005 kg	0.8283	1036	380	983	0.7572	0.2421	ice hockey	847	272
0	1286 m^2	0.512	Fresno	baseball	671 kg	0.9263	599	1190	675	0.7229	1.1173	tennis	1058	241
6	771 m^2	1.4818	Irvine	golf	1108 kg	1.0277	310	937	666	0.8756	0.0973	motor sports	828	1046
7	1324 m^2	-0.0836	San Francisco	soccer	1240 kg	0.8974	965	1279	766	1.1725	1.0075	track & field, baseball	156	772
0	928 m^2	1.193	Riverside	baseball	994 kg	0.9029	998	1084	1039	0.4338	0.9366	tennis	1072	695
5	641 m^2	1.0241	San Bernardino	motor sports	924 kg	0.2988	840	916	1173	1.0659	1.0608	football	521	1072
2	1319 m^2	0.6089	Anaheim	basketball	1126 kg	0.2184	991	899	630	0.8396	1.2352	basketball	853	818
4	815 m^2	0.9647	Long Beach	tennis	550 kg	0.8528	962	770	682	0.4473	0.6184	running, basketball	524	1042
6	863 m^2	1.0186	Bakersfield	football	1191 kg	0.8348	345	675	963	1.3083	0.3046	track & field	961	785
2	1114 m^2	1.6778	Los Angeles	basketball	942 kg	0.2987	963	1237	502	1.1314	0.8528	ice hockey	995	1190
6	814 m^2	None	Bakersfield	volleyball	827 kg	0.8443	410	1151	1414	1.011	0.2065	boxing	970	911
0	908 m^2	0.9643	Fresno	TRACK & FIELD	664 kg	0.8127	1104	1024	1039	0.2756	0.9873	tennis	859	205
4	571 m^2	0.8186	Modesto	running	385 kg	0.956	949	758	1044	0.2893	0.9741	badminton	558	926
3	1117 m^2	1.1656	Santa Ana	badminton	1039 kg	1.0193	904	1094	627	1.2724	0.9505	volleyball	1115	903
5	894 m^2	0.7035	San Bernardino	soccer	866 kg	None	998	972	1056	0.5779	0.9009	football	332	1097
3	812 m^2	1.031	San Bernardino	badminton	1403 kg	0.8643	1114	1010	761	1.6512	0.7647	volleyball	643	906
3	889 m^2	0.8682	Santa Ana	badminton	556 kg	1.0127	1039	841	709	1.2137	0.8545	volleyball	1100	642
3	1017 m^2	0.8837	Santa Ana	badminton	1124 kg	0.5984	1245	1367	1284	1.224	1.3701	volleyball	797	447
7	907 m^2	0.0051	San Francisco	soccer	771 kg	0.5022	664	798	988	1.0499	1.011	BASEBALL, TRACK & FIELD	142	847
0		0.8329	RIVERSIDE	baseball	1177 kg	0.9186	753	1045	1129	0.9064	0.9179	tennis	796	-110
5	1011 m^2	1.1447	San Bernardino	ice hockey	976 kg	0.0259	1098	966	955	0.5021	1.0481	football	-166	871
0	800 m^2	1.2254	Riverside	track & field	914 kg	1.1811	1008	809	1040	1.0496	1.0035	tennis	510	-114
3	819 m^2	0.9375	Santa Ana	badminton	829 kg	1.0164	817	1096	456	0.7098	1.2191	volleyball	846	683
5	1131 m^2	0.9476	San Bernardino	motor sports	789 kg	0.1637	973	1222	1317	0.8596	0.8515	football	365	1287
4	732 m^2	0.8288	Modesto	tennis	361 kg	0.8803	984	1108	1129	0.1316	0.888	badminton	289	1051
4	407 m^2	1.14	Chula Vista	tennis	NULL	1.0641	890	1057	778	0.9606	0.6864	motor sports	880	646
7	1408 m^2	0.1741	Oakland	soccer	665 kg	1.008	965	1341	1524	1.1667	1.1014	baseball	105	1087
2	1034 m^2	0.7747	Anaheim	basketball	520 kg	0.261	1027	919	266	0.8667	0.6312	golf	1131	1171
0	638 m^2	1.2835	Riverside	track & field	853 kg	0.7167	905	832	1303	0.8474	0.879	tennis	775	180
6	825 m^2	1.6954	Irvine	volleyball	688 kg	1.329	406	608	663	1.0952	0.5808	boxing	1209	1296
0	1484 m^2	0.5673	Santa Ana	baseball	962 kg	0.8328	956	877	1011	0.8633	0.6732	tennis	1135	114
4	390 m^2	0.8022	Modesto	running	435 kg	0.8996	1098	706	990	0.0992	0.7205	tennis	742	870
6	772 m^2	1.2453	Bakersfield	track & field	742 kg	0.8636	458	853	1174	0.809	0.5208	boxing	860	749
0	995 m^2	0.9323	Fresno	track & field	961 kg	1.034	891	959	1216	0.5947	0.9645	tennis	857	109
5	756 m^2	0.8827	San Bernardino	boxing	?	0.1979	1175	863	1074	0.8289	1.0873	football	408	806
0	957 m^2	0.8356	N/A	None	1176 kg	1.1174	1090	1104	1095	0.507	1.0057	tennis	518	88
6	1243 m^2	0.8385	Modesto	volleyball	1002 kg	1.1105	566	1117	1010	1.142	0.5024	boxing	523	1162
2	1004 m^2	0.6831	San Diego	basketball	770 kg	0.3024	1131	1132	633	1.0346	0.8708	running	850	776
5	879 m^2	1.0639	N/A	boxing	894 kg	0.1375	864	797	1221	1.2742	1.0342	Football	355	1169
0	1115 m^2	1.3719	Fresno	baseball	956 kg	0.9951	920	755	1231	0.9602	1.1134	tennis	766	168
7	1129 m^2	-0.0907	San Francisco	soccer	805 kg	0.6457	962	1187	534	0.9625	0.7168	baseball	-17	950
4	-129 m^2	1.1199	Long Beach	soccer	224 kg	1.0447	1019	857	1115	0.6194	0.7116	badminton	722	1025
1	579 m^2	0.0744	Sacramento	golf	1495 kg	1.1259	1352	319	1355	1.1608	-0.1399	ice hockey	1282	768
7	1108 m^2	-0.031	Oakland	boxing	1358 kg	0.7837	780	710	1264	0.9458	0.6879	track & field, baseball	335	682
2	1188 m^2	0.9836	San Diego	basketball	1109 kg	0.4207	778	706	106	1.2447	1.0342	golf, running	721	970
6	1260 m^2	1.192	Bakersfield	badminton	924 kg	1.0977	542	1214	652	0.885	0.4157	boxing	1369	1164
1	981 m^2	0.586	Sacramento	ice hockey	1031 kg	0.4238	800	135	1144	1.0041	0.1173	ice hockey	690	611
7	1221 m^2	0.6795	Oakland	soccer	1063 kg	0.6561	995	867	1092	1.3257	0.7412	track & field, soccer	29	779
7	1156 m^2	-0.2824	San Francisco	boxing	1064 kg	0.5222	1158	791	1368	NULL	1.0534	soccer	168	890
4	245 m^2	0.9969	Modesto	tennis	713 kg	1.2822	841	553	1141	0.2658	1.2031	motor sports	582	934
4	422 m^2	0.6377	CHULA VISTA	tennis	191 kg	1.2412	1244	884	NULL	0.4405	0.9489	motor sports	591	771
7	1023 m^2	0.0263	Oakland	soccer	1205 kg	0.4492	962	1189	1130	1.0634	1.0304	soccer	58	868
5	1282 m^2	1.1927	San Bernardino	motor sports	899 kg	-0.1789	807	1004	939	1.2284	1.016	football	-50	1102
6	773 m^2	0.8158	Irvine	football	937 kg	1.0185	507	857	1318	0.8516	0.5817	boxing	798	1196
3	1101 m^2	1.0026	Santa Ana	badminton	1207 kg	0.8787	974	1039	976	0.7576	1.1483	volleyball	633	1002
7	1233 m^2	0.3294	Moreno Valley	soccer	1313 kg	0.6552	732	1342	859	1.3056	1.1065	soccer, track & field	108	729
3	1259 m^2	1.0176	Santa Ana	badminton	853 kg	0.688	1084	1264	538	1.0676	0.9426	volleyball	972	900
0	1026 m^2	1.1457	Fresno	track & field	1231 kg	1.1294	1031	745	812	0.8174	0.8006	tennis	1103	18
0	901 m^2	1.0815	Riverside	track & field	1098 kg	1.0229	1147	1159	579	0.512	0.7481	tennis	999	223
0	979 m^2	1.2338	Riverside	baseball	859 kg	1.0473	1046	1242	1194	0.7568	1.0393	tennis	1105	-339
0	1088 m^2	1.3722	fresno	ice hockey	1020 kg	1.0912	870	1243	1449	0.8347	0.835	tennis	798	36
0	1441 m^2	1.3907	Fresno	baseball	896 kg	0.9257	909	?	829	1.1257	0.7441	tennis	1277	3
0	953 m^2	0.6293	Fresno	baseball	1404 kg	1.2284	1016	965	539	0.7539	0.7099	tennis	1228	146
0	662 m^2	0.8409	Riverside	track & field	936 kg	1.3488	942	1438	768	1.022	0.9541	volleyball	796	229
1	992 m^2	0.9169	fREMONT	golf	850 kg	0.9061	1017	506	1055	0.9677	-0.0805	ICE HOCKEY	1160	564
5	1374 m^2	0.8859	San Bernardino	boxing	999 kg	0.3571	970	1005	1118	1.2028	1.1248	football	474	648
2	939 m^2	0.8807	San Jose	soccer	1185 kg	0.3928	999	782	411	0.7656	1.0098	basketball	1213	1013
5	644 m^2	0.8567	san bernardino	motor sports	1289 kg	0.3014	941	678	1099	0.6877	1.1952	football	46	1289
6	891 m^2	0.7443	Irvine	football	1025 kg	0.8887	490	1153	1203	1.0617	0.3736	golf, basketball	734	653
1	1190 m^2	0.9401	Fremont	ice hockey	1528 kg	1.1785	853	459	951	0.6781	0.138	ice hockey	1264	680
1	810 m^2	0.5706	Sacramento	golf	1089 kg	0.7714	997	320	1246	1.2118	-0.29	ice hockey	1464	780
4	315 m^2	1.3037	Modesto	running	243 kg	1.5215	1270	977	745	0.2775	0.6311	Badminton	1249	696
6	887 m^2	0.9326	Bakersfield	football	947 kg	1.2191	94	1083	1090	1.2647	0.3279	soccer	1062	983
5	491 m^2	1.0651	San Bernardino	motor sports	1158 kg	0.1042	1287	1286	973	1.2821	1.3036	football	234	1109
7	1137 m^2	0.3236	Oakland	soccer	802 kg	0.8023	1041	1372	?	1.1214	0.7907	soccer	-87	875
6	1211 m^2	1.199	Bakersfield	volleyball	872 kg	0.9055	420	953	1147	0.8948	0.0543	boxing	1182	826
3	1246 m^2	0.7332	santa ana	badminton	967 kg	0.8702	1280	1249	710	1.3093	0.9317	volleyball	1037	706
3	949 m^2	1.0942	Santa Ana	badminton	1041 kg	0.8283	931	1189	751	1.2711	0.9223	volleyball	?	626
0	809 m^2	0.6643	Riverside	track & field	766 kg	1.0515	776	991	1049	0.9662	1.0552	tennis	1238	-75
5	1280 m^2	0.9894	San Bernardino	basketball	1262 kg	0.3261	1353	1142	811	0.7993	0.9565	football	416	691
2	979 m^2	0.7651	Stockton	basketball	912 kg	0.3936	1119	1102	170	0.9597	1.0796	golf	1087	795
5	978 m^2	1.3895	San Bernardino	motor sports	788 kg	-0.015	768	763	863	0.8848	0.7564	football	-142	737
0	959 m^2	0.9823	Fresno	track & field	1133 kg	0.8764	1089	991	815	0.8346	1.1376	tennis	825	22
7	790 m^2	-0.1628	San Francisco	soccer	834 kg	0.4856	977	1119	1323	1.0	1.175	baseball, soccer	288	941
5	1371 m^2	0.7092	San Bernardino	boxing	1147 kg	0.4542	1304	1120	1037	1.228	0.7561	football	220	1158
0	1023 m^2	0.7521	Los Angeles	track & field	982 kg	0.8031	1306	1092	1207	1.128	1.0659	tennis	989	-153
3	774 m^2	0.9782	Santa Ana	badminton	992 kg	0.863	1390	813	423	0.8215	0.9761	volleyball	650	786
2	1250 m^2	1.0781	Los Angeles	basketball	732 kg	0.4512	1124	802	301	0.8872	0.8781	volleyball	1394	813
5	675 m^2	1.0641	San Bernardino	motor sports	1171 kg	0.3498	933	801	829	0.7255	1.1629	football	357	1169
4	429 m^2	1.1448	Modesto	basketball	129 kg	1.1125	1044	235	609	0.3981	0.7302	badminton	1300	1440
3	901 m^2	1.0454	Santa Ana	badminton	1141 kg	0.8329	1071	893	585	0.8715	1.0699	boxing	1011	460
1	1189 m^2	0.593	Sacramento	golf	627 kg	0.7565	None	426	1115	0.7841	-0.1015	football	1276	774
6	1036 m^2	0.8774	Irvine	volleyball	910 kg	1.4189	609	561	320	0.9907	0.6194	boxing	690	901
0	913 m^2	0.963	Riverside	Baseball	1102 kg	1.281	1191	1163	1130	1.0001	0.8483	tennis	1205	303
6	1189 m^2	1.1691	Bakersfield	volleyball	962 kg	0.9719	457	1009	1217	0.9131	0.2051	boxing	704	1061
2	1019 m^2	1.2136	Stockton	basketball	1321 kg	0.1754	965	941	623	1.0053	0.9868	ice hockey	938	1094
2	541 m^2	0.8593	Stockton	NULL	702 kg	0.4189	924	638	532	0.9351	0.7086	golf	1197	1077
3	1368 m^2	0.7951	Santa Ana	badminton	716 kg	0.7504	1335	1084	None	0.6719	0.8347	volleyball	1355	678
1	1294 m^2	0.5695	Sacramento	ice hockey	1077 kg	0.9107	920	43	1531	0.9424	0.0971	ice hockey	1084	339
6	1097 m^2	1.2537	Bakersfield	volleyball	1075 kg	1.2935	629	794	1027	0.9294	-0.0666	boxing	927	881
5	1338 m^2	0.8293	San Bernardino	motor sports	900 kg	0.2956	1125	982	1682	1.1471	0.9158	badminton	342	912
3	1252 m^2	0.797	Santa Ana	badminton	590 kg	0.9496	1141	884	835	1.2905	1.1215	volleyball	600	932
2	539 m^2	1.379	Stockton	basketball	861 kg	0.2153	1077	834	-102	0.7707	0.7639	golf, running	1125	687
7	1122 m^2	0.2005	MORENO VALLEY	soccer	1115 kg	0.6105	1293	1402	1171	0.8122	0.8469	baseball, track & field	-404	811
0	826 m^2	0.8228	Riverside	track & field	911 kg	1.3108	847	1056	1042	1.2571	1.0314	tennis	750	306
3	1012 m^2	0.8445	Santa Ana	badminton	1040 kg	0.7174	987	839	1210	1.0068	0.9748	volleyball	1289	773
1	663 m^2	0.6642	Sacramento	ice hockey	1035 kg	0.9421	829	402	813	0.721	0.0238	ice hockey	1121	547
4	390 m^2	0.7775	Chula Vista	running	243 kg	0.8752	801	553	1322	0.1415	0.7075	Motor Sports	699	908
4	357 m^2	0.6435	Modesto	running	325 kg	1.2174	660	924	952	0.4296	0.7774	badminton	635	1054
2	1252 m^2	0.946	Anaheim	basketball	1127 kg	0.2517	937	812	188	0.7377	0.9461	running	1240	856
1	839 m^2	0.263	Fremont	ice hockey	1086 kg	0.9257	885	310	784	1.118	0.2476	ice hockey	1039	511
6	906 m^2	0.9446	Bakersfield	football	874 kg	0.944	535	1012	1154	0.9626	0.4581	boxing	337	910
1	492 m^2	0.728	Sacramento	ice hockey	1062 kg	0.6697	941	372	899	0.961	-0.0966	ice hockey	1517	676
6	1317 m^2	1.0362	Irvine	football	889 kg	1.038	458	1231	618	1.3295	0.4735	boxing	983	1071
4	595 m^2	0.9916	mODESTO	running	441 kg	1.2923	969	1061	1125	0.6398	0.6701	badminton	865	999
3	462 m^2	0.8637	Santa Ana	badminton	917 kg	0.9057	645	806	421	0.8316	0.7795	volleyball	813	746
6	907 m^2	0.8274	Bakersfield	FOOTBALL	919 kg	1.0884	193	1181	1225	1.2096	0.2805	boxing	1215	1280
4	716 m^2	1.0855	Modesto	running	696 kg	0.9472	1139	422	1148	0.0619	0.6403	motor sports	996	772
0	1120 m^2	0.9187	Riverside	baseball	1171 kg	0.5705	878	1103	971	0.9917	0.8458	tennis	789	237
4	624 m^2	1.0687	Long Beach	running	522 kg	0.9624	994	N/A	980	0.4077	0.8193	motor sports	1192	1056
1	1290 m^2	0.3203	Sacramento	golf	1067 kg	0.8686	865	231	831	1.1672	-0.1461	ice hockey	1125	177
5	1259 m^2	0.6949	San Bernardino	boxing	932 kg	0.1823	1202	1126	1058	0.469	0.6319	football	-81	1239
7	1347 m^2	0.2861	Moreno Valley	SOCCER	690 kg	0.7108	1114	969	839	0.7956	0.9275	track & field	-274	718
3	1163 m^2	0.7432	Santa Ana	badminton	787 kg	0.9287	984	906	1286	1.3454	1.0895	soccer	453	841
1	560 m^2	-0.0143	Fremont	golf	822 kg	0.8552	940	441	1080	1.0781	0.2307	ice hockey	1029	203
1	1279 m^2	0.4941	Fremont	badminton	967 kg	1.0678	1086	244	662	0.8626	0.2519	ice hockey	623	665
0	958 m^2	1.2798	Riverside	baseball	996 kg	0.7673	1089	1135	851	0.7812	0.8284	basketball, golf	967	153
0	1042 m^2	0.9898	Riverside	track & field	923 kg	0.9983	774	971	1179	0.7116	1.0099	tennis	646	168
7	736 m^2	0.222	Oakland	soccer	847 kg	0.8163	1005	1089	926	0.6922	0.9549	baseball	-466	924
6	910 m^2	0.3613	Irvine	volleyball	1114 kg	0.7984	460	978	518	0.8409	0.5759	tennis	784	1113
7	1140 m^2	0.3062	San Francisco	soccer	1022 kg	0.5798	1212	1100	978	0.9752	0.9496	baseball	-69	1108
1	884 m^2	0.3341	Fremont	golf	868 kg	1.0011	988	26	1160	0.7072	-0.0353	ice hockey	1068	460
2	1277 m^2	0.8799	San Jose	track & field	1127 kg	0.1255	779	1089	590	0.8279	0.9804	volleyball	1282	1015
0	763 m^2	1.0825	Fresno	basketball	1373 kg	0.8835	1347	752	941	0.7073	1.0422	tennis	1097	66
4	619 m^2	1.2136	Chula Vista	BADMINTON	344 kg	1.1347	926	642	1105	0.2951	0.6572	motor sports	585	1342
6	822 m^2	1.3308	Bakersfield	volleyball	945 kg	1.029	250	1325	1341	1.261	0.4177	boxing	1019	1088
5	1357 m^2	1.2339	San Bernardino	motor sports	1077 kg	-0.09	1122	1115	1062	1.3886	0.8429	football	279	1305
0	1153 m^2	0.9887	Fresno	baseball	845 kg	1.3097	862	932	924	1.0409	0.8977	tennis	1344	134
0	840 m^2	1.1498	Riverside	track & field	1187 kg	0.8286	992	1239	812	0.7666	0.9008	tennis	1055	442
4	827 m^2	1.2628	Long Beach	tennis	n/a	0.8888	1342	702	931	0.4297	1.3252	motor sports	763	1038
6	1115 m^2	1.1471	Irvine	football	845 kg	1.0341	520	1651	988	0.9119	?	boxing	1006	1197
1	932 m^2	0.2665	Fremont	badminton	1147 kg	0.8285	842	90	761	0.8754	-0.1228	ice hockey	1200	343
1	987 m^2	0.8787	Fremont	ice hockey	827 kg	1.2279	1042	548	1687	0.9499	0.4279	ice hockey		341
2	1202 m^2	0.8971	Los Angeles	basketball	1041 kg	0.2218	881	1054	505	1.2339	1.0424	running, golf	1536	1079
2	1197 m^2	1.4632	San Diego	basketball	845 kg	0.66	1243	994	640	1.1064	0.9096	ice hockey	1272	1135
6	752 m^2	0.9977	Irvine	volleyball	1046 kg	1.0085	654	1221	871	0.8362	0.2817	boxing	1220	1330
3	908 m^2	0.8858	Santa Ana	badminton	650 kg	1.0255	958	1038	521	1.0661	1.221	volleyball	904	697
5	652 m^2	1.099	San Bernardino	motor sports	940 kg		1142	1396	1170	0.8764	1.0356	football	518	800
5	827 m^2	1.1155	San Bernardino	boxing	853 kg	-0.0246	965	950	1132	1.3878	0.8384	football	600	907
2	1109 m^2	0.8387	San Jose	motor sports	878 kg	0.253	900	1122	599	1.3001	0.9321	running, basketball	1374	753
2	1428 m^2	0.999	Los Angeles	basketball	932 kg	0.3658	1267	1084	267	1.3695	1.0217	basketball, golf	747	577
1	896 m^2	0.4788	Fremont	Golf	782 kg	1.02	1326	159	586	0.915	0.142	ice hockey	1469	481
